Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	Кулька номер 6	бонусна кулька	переможців 6х6 по ставці 3 грн	переможців 6х6 по ставці 2 грн	переможців 6х6 по ставці 1 грн	переможців 5х6+1 по ставці 3 грн	переможців 5х6+1 по ставці 2 грн	переможців 5х6+1 по ставці 1 грн	переможців 5х6 по ставці 3 грн	переможців 5х6 по ставці 2 грн	переможців 5х6 по ставці 1 грн	переможців 4х6 по ставці 3 грн	переможців 4х6 по ставці 2 грн	переможців 4х6 по ставці 1 грн	переможців 3х6 по ставці 3 грн	переможців 3х6 по ставці 2 грн	переможців 3х6 по ставці 1 грн	Виграш 6х6 по ставці 3 грн	Виграш 6х6 по ставці 2 грн	Виграш 6х6 по ставці 1 грн	Виграш 5х6+1 по ставці 3 грн	Виграш 5х6+1 по ставці 2 грн	Виграш 5х6+1 по ставці 1 грн	Виграш 5х6 по ставці 3 грн	Виграш 5х6 по ставці 2 грн	Виграш 5х6 по ставці 1 грн	Виграш 4х6 по ставці 3 грн	Виграш 4х6 по ставці 2 грн	Виграш 4х6 по ставці 1 грн	Виграш 3х6 по ставці 3 грн	Виграш 3х6 по ставці 2 грн	Виграш 3х6 по ставці 1 грн
671	2007-09-12	Б	1	34	23	50	51	33	7	17	0	0	0	0	0	1	1	0	5	100	23	192	2202	566	4471	13725000	6862500	3431250	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
670	2007-09-08	Б	3	5	6	46	41	26	42	30	0	0	0	0	0	0	1	2	5	57	19	171	1694	427	3317	13650000	6825000	3412500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
669	2007-09-05	А	1	1	41	6	42	47	15	30	0	0	0	1	0	0	0	0	0	90	15	105	1711	465	3150	13575000	6787500	3393750	258222	172148	86074	3000	2000	1000	63	42	21	12	8	4
668	2007-09-01	А	1	4	41	49	35	10	23	51	0	0	0	0	0	0	1	1	1	89	27	155	1780	412	3462	13500000	6750000	3375000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
667	2007-08-29	А	1	49	40	26	8	45	33	39	0	0	0	0	0	0	4	1	6	143	34	243	2427	625	4505	13450000	6725000	3362500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
666	2007-08-25	А	3	20	13	5	18	7	6	10	0	0	0	0	0	1	6	2	2	156	37	224	2370	639	4235	13400000	6700000	3350000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
665	2007-08-22	Б	1	16	22	24	49	46	31	42	0	0	0	0	0	0	4	1	3	107	25	151	1919	535	3633	13350000	6675000	3337500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
664	2007-08-18	Б	1	39	47	9	32	7	13	6	0	0	0	0	0	0	7	1	5	147	30	242	2877	753	5240	13300000	6650000	3325000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
663	2007-08-15	А	2	11	32	12	6	24	4	21	0	0	0	1	0	0	2	0	2	126	26	176	2252	618	4389	13250000	6625000	3312500	242766	161844	80922	2427	1618	809	60	40	20	12	8	4
662	2007-08-11	А	4	26	48	18	27	11	39	15	0	0	0	0	0	0	1	1	6	94	41	229	2105	710	4365	13200000	6600000	3300000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
661	2007-08-08	Б	1	33	26	42	30	28	31	17	0	0	0	0	0	0	4	0	2	84	8	104	1605	375	3101	13100000	6550000	3275000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
660	2007-08-04	Б	4	31	52	38	54	13	3	45	0	0	0	0	0	0	2	0	1	119	45	220	2310	690	4606	13000000	6500000	3250000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
659	2007-08-01	Б	4	41	42	24	2	20	37	9	0	0	0	0	0	0	2	0	6	78	18	175	1661	423	3229	12900000	6450000	3225000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
658	2007-07-28	Б	1	24	8	22	1	51	37	34	0	0	0	0	0	0	1	0	0	100	35	193	2102	599	3936	12800000	6400000	3200000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
657	2007-07-25	Б	4	18	19	36	4	52	6	26	0	0	0	0	0	0	3	0	2	80	26	136	2052	552	3713	12700000	6350000	3175000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
656	2007-07-21	Б	4	3	39	35	32	43	5	24	0	0	0	0	0	0	1	1	3	108	30	305	2380	659	5149	12600000	6300000	3150000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
655	2007-07-18	А	1	13	48	29	44	6	2	8	0	0	0	0	0	0	2	0	2	81	43	206	1880	612	4202	12500000	6250000	3125000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
654	2007-07-14	А	3	37	8	17	34	16	21	54	0	0	0	0	0	1	0	0	9	153	47	322	2675	715	5204	12400000	6200000	3100000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
653	2007-07-11	А	1	50	30	34	17	38	18	48	0	0	0	0	0	0	0	0	1	63	25	140	1639	503	3282	12300000	6150000	3075000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
652	2007-07-07	А	4	40	31	17	1	38	50	48	0	0	0	0	0	0	3	1	4	103	35	225	2375	650	4197	12200000	6100000	3050000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
651	2007-07-04	А	2	38	16	4	31	48	26	54	0	0	0	0	0	0	2	0	1	72	29	193	1988	528	3776	12100000	6050000	3025000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
650	2007-06-30	А	1	18	4	41	40	44	23	27	0	0	0	0	0	0	0	0	2	62	19	139	1553	426	3083	12050000	6025000	3012500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
649	2007-06-27	Б	2	8	20	21	40	51	30	43	0	0	0	0	0	0	4	1	2	111	42	202	2095	565	3839	12025000	6012500	3006250	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
648	2007-06-23	А	2	47	49	42	11	25	22	23	0	0	0	0	0	0	0	0	1	68	15	134	1757	500	3425	12010000	6005000	3002500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
647	2007-06-20	А	4	13	37	42	15	51	3	23	0	0	0	0	0	0	1	0	8	114	31	216	2124	599	4135	12000000	6000000	3000000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
646	2007-06-16	Б	4	15	41	20	47	31	7	35	0	0	0	0	0	0	9	3	19	175	71	582	2679	775	6375	11900000	5950000	2975000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
645	2007-06-13	А	1	22	30	6	14	45	25	39	0	0	0	0	0	0	4	3	3	102	42	244	1981	600	4252	11800000	5900000	2950000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
644	2007-06-09	А	1	54	6	19	21	32	37	3	0	0	0	0	0	0	3	0	4	122	35	262	2192	584	4900	11650000	5825000	2912500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
643	2007-06-06	Б	2	6	17	36	40	51	23	52	0	0	0	1	0	0	0	1	3	95	35	200	1813	567	3738	11500000	5750000	2875000	241881	161254	80627	2418	1612	806	60	40	20	12	8	4
642	2007-06-02	Б	4	40	1	27	48	14	16	49	0	0	0	0	0	0	2	1	4	89	32	233	1870	545	4017	11400000	5700000	2850000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
641	2007-05-30	Б	2	34	28	8	46	33	10	41	0	0	0	1	0	0	3	0	1	109	25	184	1910	547	3972	11300000	5650000	2825000	215190	143460	71730	2151	1434	717	51	34	17	9	6	3
640	2007-05-26	А	4	50	32	10	52	38	4	41	0	0	0	0	0	0	1	0	1	67	27	125	1688	534	3351	11200000	5600000	2800000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
639	2007-05-23	А	4	21	34	22	13	48	16	20	0	0	0	0	0	0	0	0	1	74	22	184	2019	594	4281	11100000	5550000	2775000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
638	2007-05-19	А	3	34	45	23	18	33	13	15	0	0	0	0	0	0	3	0	2	90	31	199	2132	592	4336	11000000	5500000	2750000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
637	2007-05-16	Б	3	30	18	22	37	43	12	46	0	0	0	0	0	0	2	0	8	79	28	245	1875	579	4288	10800000	5400000	2700000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
636	2007-05-12	А	2	49	13	25	45	27	4	43	0	0	0	0	0	0	2	0	7	109	51	252	2369	677	4915	10700000	5350000	2675000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
635	2007-05-09	Б	4	50	27	10	13	34	24	6	0	0	0	0	0	0	0	1	6	95	46	187	1885	646	4124	10600000	5300000	2650000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
634	2007-05-05	А	4	24	11	44	8	34	21	41	0	0	0	0	0	0	3	1	5	126	47	287	2383	739	5325	10500000	5250000	2625000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
633	2007-05-02	А	1	27	42	50	1	15	48	5	0	0	0	0	0	0	0	0	1	40	19	91	1119	305	2396	10400000	5200000	2600000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
632	2007-04-28	А	2	27	45	8	21	14	46	40	0	0	0	0	0	0	0	2	7	114	35	239	2507	713	5365	10300000	5150000	2575000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
631	2007-04-25	А	3	25	32	46	33	42	29	22	0	0	0	0	0	0	1	0	2	86	19	166	1797	526	4038	10200000	5100000	2550000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
630	2007-04-21	Б	2	5	48	42	35	49	9	11	0	0	0	0	0	1	0	2	6	118	34	184	1860	588	4339	10100000	5050000	2525000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
629	2007-04-18	Б	2	17	26	3	27	16	8	20	0	0	0	0	0	0	5	0	7	193	64	331	3231	991	6651	10000000	5000000	2500000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
628	2007-04-14	Б	3	43	52	3	11	36	32	50	1	0	0	0	0	0	7	0	4	118	45	303	2264	688	5229	15200000	7600000	3800000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
627	2007-04-11	А	1	41	34	25	22	29	51	54	0	0	0	0	0	0	3	1	1	108	21	188	2173	534	4282	15100000	7550000	3775000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
626	2007-04-07	А	4	13	34	53	24	44	25	40	0	0	0	0	0	0	1	1	8	122	34	199	2426	645	4929	14950000	7475000	3737500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
625	2007-04-04	А	3	32	30	15	5	45	53	13	0	0	1	0	0	1	2	1	4	130	45	235	2531	723	4969	16500000	8250000	4125000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
624	2007-03-31	Б	1	24	22	41	43	37	40	9	0	0	0	0	0	0	0	0	7	90	16	280	2083	550	4518	16400000	8200000	4100000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
623	2007-03-28	А	2	41	13	34	19	16	38	45	0	0	0	0	0	1	1	0	2	162	33	300	2826	832	5574	16300000	8150000	4075000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
622	2007-03-24	А	3	30	51	29	46	40	31	15	0	0	0	0	0	0	0	0	4	91	21	184	2192	519	3871	16200000	8100000	4050000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
621	2007-03-21	А	3	21	22	11	3	39	46	13	0	0	0	1	0	0	9	1	6	294	42	286	3818	982	6199	16100000	8050000	4025000	252117	168078	84039	2520	1680	840	63	42	21	12	8	4
620	2007-03-17	Б	4	54	31	35	3	4	49	44	0	0	0	0	0	0	4	2	4	93	39	221	2273	796	4983	16000000	8000000	4000000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
619	2007-03-14	А	1	39	6	13	11	46	37	53	0	0	0	0	0	0	1	2	6	126	37	239	2598	747	4948	15800000	7900000	3950000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
618	2007-03-10	А	4	34	54	22	42	23	51	39	0	0	0	0	0	0	0	0	2	70	16	129	1631	485	3204	15600000	7800000	3900000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
617	2007-03-07	А	2	15	37	11	29	34	54	40	0	0	0	0	0	0	3	0	1	111	39	251	2604	785	4971	15500000	7750000	3875000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
616	2007-03-03	А	2	39	52	17	11	54	48	24	0	0	0	0	0	0	1	1	0	82	22	210	2055	592	4265	15000000	7500000	3750000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
615	2007-02-28	Б	1	22	30	32	43	45	18	1	0	0	0	0	0	0	1	1	4	91	26	246	2080	652	4773	14900000	7450000	3725000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
614	2007-02-24	Б	3	51	22	33	21	20	48	44	0	0	0	0	0	0	4	0	1	78	30	208	1989	610	4399	14800000	7400000	3700000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
613	2007-02-21	Б	2	20	41	29	5	7	52	28	0	0	0	0	0	0	1	0	4	125	37	232	2417	816	4929	14700000	7350000	3675000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
612	2007-02-17	Б	1	43	3	20	5	22	9	39	0	0	0	0	0	0	1	0	16	205	94	497	3779	1352	8311	14600000	7300000	3650000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
611	2007-02-14	Б	3	36	6	25	16	29	52	38	0	0	0	0	0	0	4	1	5	123	32	225	2552	747	5424	14500000	7250000	3625000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
610	2007-02-10	А	4	37	2	6	11	33	10	19	0	0	0	0	0	0	2	0	7	134	53	316	2946	956	5967	14350000	7175000	3587500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
609	2007-02-07	А	1	2	15	33	51	1	9	21	0	0	1	0	0	0	2	1	6	172	36	295	3377	923	5981	15700000	7850000	3925000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
608	2007-02-03	А	1	30	23	29	53	35	7	39	0	0	0	0	0	0	1	1	6	120	15	197	2242	606	4294	15600000	7800000	3900000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
607	2007-01-31	Б	4	31	12	30	49	4	7	8	0	0	0	0	0	0	4	1	10	110	36	238	2727	787	5367	15500000	7750000	3875000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
606	2007-01-27	Б	2	27	5	9	2	50	32	10	0	0	0	0	0	0	3	1	2	189	45	319	3596	997	6452	15400000	7700000	3850000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
605	2007-01-24	А	1	9	12	28	34	48	40	5	0	0	0	0	0	0	1	1	4	121	28	166	2322	660	4662	15300000	7650000	3825000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
604	2007-01-20	А	1	4	34	24	51	52	15	40	0	0	0	0	0	0	2	0	2	117	35	176	2478	677	4351	15200000	7600000	3800000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
603	2007-01-17	Б	3	54	35	6	4	19	18	53	0	0	0	0	0	0	1	0	5	105	30	202	2342	656	4864	15100000	7550000	3775000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
602	2007-01-13	А	2	8	40	12	26	37	18	44	0	0	0	1	0	0	2	0	10	189	46	360	3619	873	6310	15000000	7500000	3750000	288345	192230	96115	2883	1922	961	72	48	24	12	8	4
601	2007-01-10	А	3	35	23	31	14	26	13	42	0	0	0	0	0	0	4	0	5	111	37	176	2775	674	5110	14900000	7450000	3725000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
600	2007-01-06	А	1	39	22	36	19	2	52	42	0	0	0	0	0	0	3	2	5	200	50	324	3090	852	5879	14800000	7400000	3700000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
599	2007-01-03	Б	2	8	30	18	31	41	11	6	0	0	0	0	0	0	0	0	3	147	29	168	2275	637	3956	14700000	7350000	3675000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
598	2006-12-30	А	2	26	19	48	28	40	4	13	0	0	0	0	0	0	5	0	8	151	62	365	3779	1038	7260	14600000	7300000	3650000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
597	2006-12-27	Б	1	54	27	18	51	21	44	26	0	0	0	0	0	0	2	0	3	107	27	241	2900	766	5518	14500000	7250000	3625000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
596	2006-12-23	А	4	46	22	36	2	11	13	31	0	0	1	0	0	0	7	1	5	216	44	365	3692	966	6234	15600000	7800000	3900000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
595	2006-12-20	А	2	4	14	30	24	29	18	27	0	0	0	0	0	0	0	1	5	107	36	224	2630	665	4683	15500000	7750000	3875000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
594	2006-12-16	Б	1	53	34	32	18	7	16	6	0	0	0	0	0	0	3	3	4	183	47	315	3249	848	6240	15400000	7700000	3850000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
593	2006-12-13	Б	3	47	24	40	30	13	27	31	0	0	0	0	0	0	1	1	5	148	39	229	3211	828	5248	15300000	7650000	3825000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
592	2006-12-09	Б	2	35	49	51	1	32	27	26	0	0	0	0	0	0	2	3	7	153	31	270	2867	769	5938	15200000	7600000	3800000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
591	2006-12-06	А	1	33	9	18	37	20	21	44	0	0	0	0	0	0	2	1	8	200	54	348	3738	1027	6876	15100000	7550000	3775000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
590	2006-12-02	Б	1	50	8	4	20	3	17	18	0	0	0	0	0	0	3	0	6	186	43	303	4172	975	6125	15000000	7500000	3750000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
589	2006-11-29	Б	3	21	26	48	23	8	34	17	0	0	0	0	0	0	3	0	1	175	34	279	2849	759	5135	14900000	7450000	3725000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
588	2006-11-25	А	3	11	53	38	44	32	36	47	0	0	0	0	0	0	0	0	1	76	33	184	2069	610	4327	14800000	7400000	3700000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
587	2006-11-22	А	2	41	28	18	32	10	27	36	0	0	0	0	0	0	2	1	2	105	29	222	2299	721	4586	14700000	7350000	3675000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
586	2006-11-18	А	3	10	8	31	48	54	6	13	0	0	0	0	0	0	1	0	5	119	25	229	2295	691	4812	14600000	7300000	3650000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
585	2006-11-15	А	2	27	3	5	7	47	44	25	0	0	0	1	0	0	7	3	9	138	47	408	3292	916	6207	14500000	7250000	3625000	231033	154022	77011	2310	1540	770	57	38	19	9	6	3
584	2006-11-11	А	3	29	15	41	52	36	48	38	0	0	0	0	0	0	1	0	4	88	22	187	1883	644	3998	14400000	7200000	3600000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
583	2006-11-08	А	2	42	54	3	21	8	6	17	0	0	0	0	0	0	4	0	2	140	37	307	2591	755	5633	14300000	7150000	3575000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
582	2006-11-04	Б	2	7	18	14	4	52	34	10	0	0	0	0	0	0	3	0	4	124	35	255	2620	824	4911	14200000	7100000	3550000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
581	2006-11-01	А	1	14	27	18	13	19	46	33	0	0	0	0	0	0	1	0	1	110	32	219	2441	634	5172	14100000	7050000	3525000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
580	2006-10-28	Б	3	11	5	50	26	46	45	53	0	0	0	0	0	0	1	0	2	92	29	188	2125	655	4415	14000000	7000000	3500000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
579	2006-10-25	А	1	45	38	40	53	31	17	6	0	0	0	0	0	0	0	0	2	113	43	159	2050	703	4392	13900000	6950000	3475000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
578	2006-10-21	А	4	31	3	21	43	12	37	2	0	0	0	0	0	0	2	0	5	153	41	322	2866	827	5802	13800000	6900000	3450000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
577	2006-10-18	А	4	37	24	23	13	2	12	29	0	0	0	0	0	0	0	0	3	92	26	208	2031	685	4584	13700000	6850000	3425000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
576	2006-10-14	Б	3	53	52	6	37	1	21	4	0	0	0	0	0	0	0	1	2	79	28	177	2032	652	4108	13600000	6800000	3400000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
575	2006-10-11	Б	4	47	52	1	54	6	26	3	0	0	0	0	0	0	2	1	4	102	25	240	1886	588	4289	13500000	6750000	3375000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
574	2006-10-07	А	2	12	32	50	23	43	3	27	0	0	0	0	0	0	2	1	4	140	51	231	2369	803	5418	13400000	6700000	3350000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
573	2006-10-04	Б	3	8	4	21	18	22	54	40	0	0	0	0	0	0	1	2	5	179	35	375	2869	911	6713	13300000	6650000	3325000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
572	2006-09-30	А	4	12	47	20	10	26	45	40	0	0	0	0	0	0	2	0	4	93	29	177	2396	680	4734	13200000	6600000	3300000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
571	2006-09-27	Б	1	39	37	26	52	3	32	1	0	0	0	0	0	0	0	0	0	113	33	235	2255	801	4963	13100000	6550000	3275000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
570	2006-09-23	Б	4	13	7	17	20	15	51	27	0	0	0	0	0	1	3	0	3	237	69	409	3402	1135	7153	13000000	6500000	3250000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
569	2006-09-20	Б	4	8	6	45	39	50	48	18	0	0	0	0	0	0	1	0	3	87	17	152	1857	601	4136	12900000	6450000	3225000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
568	2006-09-16	А	4	34	38	14	23	27	53	48	0	0	0	0	0	0	1	0	5	127	57	340	2536	819	6234	12800000	6400000	3200000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
567	2006-09-13	Б	4	12	28	5	41	50	9	48	0	0	0	0	0	0	2	0	5	120	35	242	2283	748	4875	12700000	6350000	3175000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
566	2006-09-09	А	4	36	16	7	29	32	37	18	0	0	1	0	0	0	4	1	5	123	52	295	2670	933	5559	13600000	6800000	3400000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
565	2006-09-06	Б	1	16	28	35	9	26	12	49	0	0	0	0	0	0	2	0	6	128	47	371	2745	877	6315	13500000	6750000	3375000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
564	2006-09-02	А	2	52	15	7	2	38	30	44	0	0	0	0	0	0	2	0	5	101	42	302	2605	778	5473	13400000	6700000	3350000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
563	2006-08-30	А	2	24	21	5	44	12	38	45	0	0	0	0	0	0	0	3	10	149	48	349	2638	774	5954	13300000	6650000	3325000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
562	2006-08-26	Б	4	41	25	48	36	7	19	44	0	0	0	0	0	0	4	0	7	134	38	276	2192	638	5062	13200000	6600000	3300000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
561	2006-08-23	Б	4	48	31	29	52	23	50	13	0	0	0	0	0	0	2	1	5	122	32	179	1767	592	3786	13100000	6550000	3275000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
560	2006-08-19	А	3	48	38	32	18	8	11	2	0	0	0	0	0	0	5	1	8	147	60	326	2745	914	5884	13000000	6500000	3250000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
559	2006-08-16	Б	3	8	42	10	6	39	46	50	0	0	0	0	0	0	2	1	5	76	35	248	2312	715	4831	12900000	6450000	3225000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
558	2006-08-12	Б	3	3	26	40	43	47	27	18	0	0	0	0	0	0	2	0	2	133	42	273	2618	845	5803	12800000	6400000	3200000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
557	2006-08-09	Б	3	26	47	3	1	16	6	14	0	0	0	0	0	0	3	0	5	123	46	328	2683	828	6086	12700000	6350000	3175000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
556	2006-08-05	Б	4	22	47	27	23	24	44	12	0	0	0	0	0	0	0	1	2	92	26	224	2193	766	4819	12600000	6300000	3150000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
555	2006-08-02	А	3	39	16	45	54	52	14	15	0	0	0	0	0	0	1	1	3	87	37	201	2131	667	4697	12500000	6250000	3125000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
554	2006-07-29	Б	4	52	2	25	23	53	21	46	0	0	0	0	0	0	4	0	1	110	31	190	2161	827	4744	12400000	6200000	3100000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
553	2006-07-26	А	2	9	53	35	23	15	20	34	0	0	0	0	0	0	3	1	1	115	33	245	2415	839	5631	12300000	6150000	3075000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
552	2006-07-22	Б	3	17	49	42	10	54	47	13	0	0	0	0	0	0	2	0	7	106	48	169	1959	635	4321	12200000	6100000	3050000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
551	2006-07-19	А	2	53	24	22	49	29	21	23	0	0	0	0	0	0	0	0	2	86	24	184	2294	766	4919	12000000	6000000	3000000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
550	2006-07-15	Б	1	43	14	32	9	11	45	28	0	0	0	1	0	0	0	0	11	149	52	359	3051	1007	6972	11900000	5950000	2975000	292293	194862	97431	2922	1948	974	72	48	24	12	8	4
549	2006-07-12	Б	1	17	43	34	54	6	28	38	0	0	0	0	0	0	0	1	1	85	35	266	2297	793	5475	11800000	5900000	2950000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
548	2006-07-08	Б	1	32	40	34	14	33	38	7	0	0	0	0	0	0	2	0	4	89	40	290	2458	893	6392	11650000	5825000	2912500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
547	2006-07-05	А	1	37	1	3	2	32	20	24	0	0	0	0	0	0	0	0	12	122	51	330	2885	1075	7182	11500000	5750000	2875000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
546	2006-07-01	А	2	33	50	48	30	41	23	9	0	0	0	0	0	0	2	0	2	83	22	185	2074	672	4855	11350000	5675000	2837500	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
545	2006-06-28	Б	2	31	33	54	12	46	7	40	0	0	0	0	0	0	1	0	2	107	44	255	2313	895	5242	11200000	5600000	2800000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
544	2006-06-24	А	4	12	31	6	19	28	43	40	0	0	0	0	0	0	3	4	5	133	60	393	2690	1029	7219	11000000	5500000	2750000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
543	2006-06-21	А	4	54	16	43	36	22	31	28	0	0	0	0	0	0	1	0	1	94	39	256	2365	898	6321	10800000	5400000	2700000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
542	2006-06-17	Б	4	11	10	5	38	41	8	52	0	0	0	0	0	0	3	0	4	171	78	471	3202	1308	9361	10600000	5300000	2650000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
541	2006-06-14	Б	2	41	45	1	21	19	44	53	0	0	0	0	0	0	4	1	2	153	41	299	2856	1003	7090	10400000	5200000	2600000	300000	200000	100000	3000	2000	1000	75	50	25	15	10	5
